,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
666,Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,5,Minor,39,24,43,39,0,23,3
667,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,0,75,11,Minor,80,46,62,3,6,11,46
668,Where Are You Now,Lost Frequencies,2,2021,7,30,10565,44,972509632,238,122,557,17,61,121,6,Minor,67,26,64,52,0,17,10
669,Where Are You Now,Calum Scott,2,2021,7,30,10565,44,972509632,238,122,557,17,61,121,6,Minor,67,26,64,52,0,17,10
670,WORTH NOTHING,Twisted,2,2022,9,28,1612,0,213438580,34,54,34,0,18,140,2,Minor,58,17,62,18,0,20,8
671,WORTH NOTHING,Oliver Tree,2,2022,9,28,1612,0,213438580,34,54,34,0,18,140,2,Minor,58,17,62,18,0,20,8
672,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,40,126,11,Minor,81,59,90,5,0,36,3
673,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,35,102,1,Major,58,29,94,0,0,9,11
674,Evergreen (You Didnt Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,9,Major,70,31,34,60,1,11,4
675,Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,37,121,1,Minor,46,53,78,23,0,72,6
676,Levitating (feat. DaBaby),Dua Lipa,2,2020,3,27,15894,8,1802514301,198,13,544,0,7,103,6,Minor,70,92,83,1,0,7,6
677,Levitating (feat. DaBaby),DaBaby,2,2020,3,27,15894,8,1802514301,198,13,544,0,7,103,6,Minor,70,92,83,1,0,7,6
678,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,18,108,5,Minor,82,88,76,9,0,12,9
679,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,3,85,5,Minor,65,36,47,31,0,12,10
680,Ferrari,James Hype,2,2022,3,14,7758,28,462791599,173,79,175,0,35,125,1,Minor,84,70,69,1,0,5,5
681,Ferrari,Miggy Dela Rosa,2,2022,3,14,7758,28,462791599,173,79,175,0,35,125,1,Minor,84,70,69,1,0,5,5
682,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,6,120,2,Major,69,40,39,41,0,13,6
683,"Kesariya (From ""Brahmastra"")",Pritam,3,2022,7,17,292,6,366599607,26,98,4,0,34,94,-1,Major,58,44,57,57,0,10,3
684,"Kesariya (From ""Brahmastra"")",Arijit Singh,3,2022,7,17,292,6,366599607,26,98,4,0,34,94,-1,Major,58,44,57,57,0,10,3
685,"Kesariya (From ""Brahmastra"")",Amitabh Bhattacharya,3,2022,7,17,292,6,366599607,26,98,4,0,34,94,-1,Major,58,44,57,57,0,10,3
686,Agudo Mgi,Styrx,3,1930,1,1,323,0,90598517,4,0,14,0,0,130,6,Minor,65,49,80,22,4,7,5
687,Agudo Mgi,utku INC,3,1930,1,1,323,0,90598517,4,0,14,0,0,130,6,Minor,65,49,80,22,4,7,5
688,Agudo Mgi,Thezth,3,1930,1,1,323,0,90598517,4,0,14,0,0,130,6,Minor,65,49,80,22,4,7,5
689,Payphone,Maroon 5,2,2012,1,1,14143,4,1479264469,56,38,1891,1,14,110,4,Major,74,51,74,2,0,29,4
690,Payphone,Wiz Khalifa,2,2012,1,1,14143,4,1479264469,56,38,1891,1,14,110,4,Major,74,51,74,2,0,29,4
691,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,2094,0,44,150,7,Major,34,33,63,16,0,7,4
692,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,1302,0,37,107,11,Minor,74,88,65,28,0,46,3
693,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,56,140,8,Major,70,85,41,71,0,45,5
694,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,33,119,2,Major,74,78,37,84,0,6,3
695,It's Beginning To Look A Lot Like Christmas,Michael Bubl##,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,4,Major,35,38,23,91,0,29,3
696,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,35,133,7,Major,46,53,63,5,0,30,18
697,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,35,202,7,Major,24,76,60,77,0,12,4
698,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,1,Major,45,72,24,91,0,18,4
699,Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,36,105,1,Major,72,33,51,48,0,9,3
700,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,33,160,8,Major,51,69,81,0,0,21,5
701,Feliz Navidad,Jos###### Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,1,148,2,Major,50,96,82,47,0,34,4
702,Holly Jolly Christmas,Michael Bubl##,1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,7,Major,65,70,47,87,0,9,4
703,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,37,162,6,Minor,67,88,54,51,0,9,4
704,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,24,92,2,Major,53,84,77,40,0,32,3
705,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,1,0,10,152,1,Major,65,35,65,44,18,21,7
706,Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,8,0,21,65,9,Minor,71,55,26,85,0,13,8
707,Happy Xmas (War Is Over),John Lennon,4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,2,Major,33,39,61,32,0,77,3
708,Happy Xmas (War Is Over),The Harlem Community Choir,4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,2,Major,33,39,61,32,0,77,3
709,Happy Xmas (War Is Over),The Plastic Ono Band,4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,2,Major,33,39,61,32,0,77,3
710,Happy Xmas (War Is Over),Yoko Ono,4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,2,Major,33,39,61,32,0,77,3
711,Used (feat. Don Toliver),SZA,2,2022,12,8,1042,0,94005786,7,29,3,0,9,150,10,Minor,73,71,69,53,0,32,9
712,Used (feat. Don Toliver),Don Toliver,2,2022,12,8,1042,0,94005786,7,29,3,0,9,150,10,Minor,73,71,69,53,0,32,9
713,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,73,0,40,140,-1,Major,67,81,36,64,0,15,3
714,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,24,139,1,Major,36,22,15,84,0,11,4
715,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,11,Major,75,74,58,36,0,9,3
716,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,449,0,10,115,-1,Major,60,23,57,0,2,27,3
717,Ghost in the Machine (feat. Phoebe Bridgers),SZA,2,2022,12,9,1634,0,110073250,16,20,4,0,6,125,6,Major,62,59,43,84,3,11,5
718,Ghost in the Machine (feat. Phoebe Bridgers),Phoebe Bridgers,2,2022,12,9,1634,0,110073250,16,20,4,0,6,125,6,Major,62,59,43,84,3,11,5
719,Special,SZA,1,2022,12,9,906,0,88092256,6,21,3,0,7,76,-1,Major,60,19,20,78,0,11,5
720,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,11,101,1,Minor,72,91,87,14,0,13,3
721,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,2,1950,1,1,10585,0,473248298,126,108,406,0,36,143,2,Major,60,86,32,88,0,34,6
722,Let It Snow! Let It Snow! Let It Snow!,B. Swanson Quartet,2,1950,1,1,10585,0,473248298,126,108,406,0,36,143,2,Major,60,86,32,88,0,34,6
723,SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,6,119,7,Minor,51,51,66,67,0,9,23
724,Open Arms (feat. Travis Scott),SZA,2,2022,12,8,1420,4,155653938,13,87,17,0,30,78,9,Major,67,22,59,76,1,15,16
725,Open Arms (feat. Travis Scott),Travis Scott,2,2022,12,8,1420,4,155653938,13,87,17,0,30,78,9,Major,67,22,59,76,1,15,16
726,White Christmas,Bing Crosby,3,1942,1,1,11940,0,395591396,73,79,123,0,26,96,9,Major,23,19,25,91,0,40,3
727,White Christmas,John Scott Trotter & His Orchestra,3,1942,1,1,11940,0,395591396,73,79,123,0,26,96,9,Major,23,19,25,91,0,40,3
728,White Christmas,Ken Darby Singers,3,1942,1,1,11940,0,395591396,73,79,123,0,26,96,9,Major,23,19,25,91,0,40,3
729,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,0,180,9,Major,51,87,58,36,0,18,4
730,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,19,126,3,Major,34,35,76,39,0,8,5
731,Gone Girl,SZA,1,2022,12,9,892,0,65362788,3,17,2,0,5,150,5,Major,43,42,44,57,0,15,6
732,F2F,SZA,1,2022,12,9,989,0,67540165,5,9,1,0,3,90,2,Major,53,47,74,9,0,34,4
733,Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,0,0,7,160,5,Major,72,78,68,28,0,11,12
734,Merry Christmas,Ed Sheeran,2,2017,11,10,2209,0,135723538,72,90,141,0,30,114,-1,Major,59,60,94,24,0,10,4
735,Merry Christmas,Elton John,2,2017,11,10,2209,0,135723538,72,90,141,0,30,114,-1,Major,59,60,94,24,0,10,4
736,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,3,1958,1,1,6290,0,295998468,89,39,158,0,13,113,7,Major,73,72,32,77,0,15,5
737,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),The Fontane Sisters,3,1958,1,1,6290,0,295998468,89,39,158,0,13,113,7,Major,73,72,32,77,0,15,5
738,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Mitchell Ayres & His Orchestra,3,1958,1,1,6290,0,295998468,89,39,158,0,13,113,7,Major,73,72,32,77,0,15,5
739,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,286,0,17,147,-1,Major,67,69,72,17,0,19,3
740,Antidepresan,Mabel Matiz,2,2022,11,4,313,2,136689549,10,6,7,1,3,100,11,Minor,70,92,59,3,0,10,3
741,Antidepresan,Mert Demir,2,2022,11,4,313,2,136689549,10,6,7,1,3,100,11,Minor,70,92,59,3,0,10,3
742,Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,2,74,14,0,25,155,8,Major,49,42,77,3,0,12,9
743,I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,32,107,7,Minor,54,41,39,51,0,11,16
744,Raindrops (Insane) [with Travis Scott],Travis Scott,2,2022,12,2,880,0,110649992,3,7,10,0,2,112,8,Major,80,15,54,9,0,38,5
745,Raindrops (Insane) [with Travis Scott],Metro Boomin,2,2022,12,2,880,0,110649992,3,7,10,0,2,112,8,Major,80,15,54,9,0,38,5
746,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,65,39,41,0,13,107,6,Minor,69,96,36,81,0,8,4
747,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,6,11,3,0,3,81,8,Major,47,33,68,24,0,22,38
748,Conceited,SZA,1,2022,12,9,899,0,56870689,2,14,2,0,4,150,1,Major,79,77,46,5,0,11,7
749,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,2,2022,10,21,2415,0,323437194,33,57,30,0,19,110,9,Major,66,19,32,69,0,12,4
750,Snow On The Beach (feat. Lana Del Rey),Lana Del Rey,2,2022,10,21,2415,0,323437194,33,57,30,0,19,110,9,Major,66,19,32,69,0,12,4
751,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,5,108,7,Major,64,4,40,6,0,10,6
752,Tubaro Te,Dj LK da Esc######cia,4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,4,Minor,89,48,74,30,0,7,36
753,Tubaro Te,Tchakabum,4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,4,Minor,89,48,74,30,0,7,36
754,Tubaro Te,mc jhenny,4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,4,Minor,89,48,74,30,0,7,36
755,Tubaro Te,M,4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,4,Minor,89,48,74,30,0,7,36
756,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,12,164,7,Major,70,39,56,6,0,9,7
757,Tarot,Bad Bunny,2,2022,5,6,2482,20,608228647,27,77,22,2,33,114,11,Minor,80,42,68,2,0,66,4
758,Tarot,Jhay Cortez,2,2022,5,6,2482,20,608228647,27,77,22,2,33,114,11,Minor,80,42,68,2,0,66,4
759,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,2,2005,9,20,2577,0,180577478,108,56,30,0,18,93,5,Major,63,93,88,1,0,12,4
760,You Make It Feel Like Christmas (feat. Blake Shelton),Blake Shelton,2,2005,9,20,2577,0,180577478,108,56,30,0,18,93,5,Major,63,93,88,1,0,12,4
761,Desesperados,Chencho Corleone,2,2021,6,25,6821,34,809306935,83,58,128,7,33,90,1,Minor,87,51,69,36,0,9,8
762,Desesperados,Rauw Alejandro,2,2021,6,25,6821,34,809306935,83,58,128,7,33,90,1,Minor,87,51,69,36,0,9,8
763,Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,2,0,3,128,11,Major,45,35,68,78,0,39,8
764,Party,Bad Bunny,2,2022,5,6,3185,4,614555082,38,64,37,3,23,97,9,Major,83,47,80,2,0,24,9
765,Party,Rauw Alejandro,2,2022,5,6,3185,4,614555082,38,64,37,3,23,97,9,Major,83,47,80,2,0,24,9
766,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,10,152,7,Minor,69,94,71,79,0,7,8
767,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,1,175,8,Major,51,94,34,73,0,10,5
768,Far,SZA,1,2022,12,9,680,0,51641685,2,15,1,0,5,116,2,Major,61,48,55,67,0,16,8
769,On Time (with John Legend),John Legend,2,2022,12,2,398,0,78139948,2,2,6,0,0,80,5,Minor,33,51,59,76,0,44,6
770,On Time (with John Legend),Metro Boomin,2,2022,12,2,398,0,78139948,2,2,6,0,0,80,5,Minor,33,51,59,76,0,44,6
771,GAT,Maldy,2,2022,8,25,3328,13,322336177,39,50,57,3,22,93,11,Minor,63,34,86,26,0,21,39
772,GAT,Karol G,2,2022,8,25,3328,13,322336177,39,50,57,3,22,93,11,Minor,63,34,86,26,0,21,39
773,abcdefu,Gayle,1,2021,8,13,7215,0,1007612429,170,12,575,18,10,122,4,Major,70,42,54,30,0,37,5
774,Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,25,122,7,Major,70,91,79,3,0,7,10
775,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,31,135,9,Minor,70,60,58,4,0,16,3
776,Fingers Crossed,Lauren Spencer Smith,3,2022,1,5,2235,0,349585590,65,7,70,16,7,109,5,Major,60,45,47,62,0,31,5
777,Fingers Crossed,Lauren Spencer Smith,3,2022,1,5,2235,0,349585590,65,7,70,16,7,109,5,Major,60,45,47,62,0,31,5
778,Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,29,93,-1,Minor,65,82,74,27,0,32,5
779,Do It To It,Cherish,2,2021,8,20,12403,0,674772936,183,63,465,0,21,125,11,Minor,85,64,81,2,5,7,9
780,Do It To It,ACRAZE,2,2021,8,20,12403,0,674772936,183,63,465,0,21,125,11,Minor,85,64,81,2,5,7,9
781,We Don't Talk About Bruno,Adassa,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
782,We Don't Talk About Bruno,Mauro Castillo,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
783,We Don't Talk About Bruno,Stephanie Beatriz,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
784,We Don't Talk About Bruno,Encanto - Cast,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
785,We Don't Talk About Bruno,Rhenzy Feliz,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
786,We Don't Talk About Bruno,Diane Guerrero,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
787,We Don't Talk About Bruno,Carolina Gaitan,7,2021,11,19,2785,0,432719968,95,89,44,0,29,206,-1,Minor,58,83,45,36,0,11,8
788,Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,48,130,7,Major,76,44,77,1,0,13,3
789,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,15,121,7,Minor,80,62,51,2,0,9,8
790,Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,9,123,6,Minor,74,35,73,0,0,21,5
791,Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,11,Minor,67,50,67,15,0,30,4
792,Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,25,143,-1,Major,53,50,79,0,0,8,3
793,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,20,166,6,Minor,56,68,66,28,0,11,18
794,"Here We Go Again (feat. Tyler, the Cr",The Weeknd,3,2022,1,7,1420,0,88103848,7,18,7,0,6,135,1,Major,41,27,64,36,0,60,3
795,"Here We Go Again (feat. Tyler, the Cr",Tyler,3,2022,1,7,1420,0,88103848,7,18,7,0,6,135,1,Major,41,27,64,36,0,60,3
796,"Here We Go Again (feat. Tyler, the Cr",The Creator,3,2022,1,7,1420,0,88103848,7,18,7,0,6,135,1,Major,41,27,64,36,0,60,3
797,Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,6,87,4,Minor,49,49,59,44,0,35,21
798,Kiss Me More (feat. SZA),SZA,2,2021,4,9,15867,0,1575467011,382,65,497,0,21,111,8,Major,77,74,66,30,0,13,3
799,Kiss Me More (feat. SZA),Doja Cat,2,2021,4,9,15867,0,1575467011,382,65,497,0,21,111,8,Major,77,74,66,30,0,13,3
800,I Heard You're Married (feat. Lil Wayne),The Weeknd,2,2022,1,7,1178,0,91656026,9,10,9,0,3,110,2,Major,75,85,84,10,0,31,19
801,I Heard You're Married (feat. Lil Wayne),Lil Wayne,2,2022,1,7,1178,0,91656026,9,10,9,0,3,110,2,Major,75,85,84,10,0,31,19
802,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,12,130,1,Major,66,19,61,30,0,9,7
803,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,6,179,8,Minor,61,76,51,30,0,38,15
804,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,5,93,5,Minor,74,53,73,61,0,13,4
805,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,2,78,9,Minor,27,10,49,62,0,49,5
806,Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,16,180,2,Major,65,37,58,2,0,4,31
807,Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,1,17,11,0,5,86,9,Minor,28,13,41,50,0,19,3
808,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,2,88,1,Minor,74,55,85,1,0,5,22
809,One Right Now (with The Weeknd),The Weeknd,2,2021,11,5,4771,0,539595276,68,18,75,0,6,97,1,Major,68,72,78,4,0,7,5
810,One Right Now (with The Weeknd),Post Malone,2,2021,11,5,4771,0,539595276,68,18,75,0,6,97,1,Major,68,72,78,4,0,7,5
811,Beggin,M######ne,1,2017,12,8,8559,0,1367810478,183,64,964,9,24,134,11,Minor,71,59,80,13,0,36,5
812,Mon Amour - Remix,Aitana,2,2020,9,21,3221,2,578207856,67,13,139,0,5,116,2,Major,75,36,76,12,0,10,10
813,Mon Amour - Remix,zzoilo,2,2020,9,21,3221,2,578207856,67,13,139,0,5,116,2,Major,75,36,76,12,0,10,10
814,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Julieta Venegas,3,2021,10,5,3423,26,775542072,61,65,53,6,32,170,4,Minor,64,14,70,9,0,9,8
815,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Bad Bunny,3,2021,10,5,3423,26,775542072,61,65,53,6,32,170,4,Minor,64,14,70,9,0,9,8
816,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,3,2021,10,5,3423,26,775542072,61,65,53,6,32,170,4,Minor,64,14,70,9,0,9,8
817,MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,40,140,1,Minor,83,40,55,16,0,14,23
818,The Motto,Ti######sto,2,2021,11,4,9151,6,656013912,240,107,268,0,37,118,7,Minor,75,46,76,3,0,9,4
819,The Motto,Ava,2,2021,11,4,9151,6,656013912,240,107,268,0,37,118,7,Minor,75,46,76,3,0,9,4
820,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,44,65,-1,Major,31,31,24,76,0,14,4
821,Moth To A Flame (with The Weeknd),The Weeknd,2,2021,10,22,7495,17,611994237,114,172,284,2,63,120,-1,Minor,56,16,67,0,0,11,4
822,Moth To A Flame (with The Weeknd),Swedish House Mafia,2,2021,10,22,7495,17,611994237,114,172,284,2,63,120,-1,Minor,56,16,67,0,0,11,4
823,traitor,Juan Cruz Toledo,2,2021,5,21,5257,6,1230855859,85,43,134,0,16,176,3,Major,29,12,33,68,0,12,5
824,traitor,Huilen Toledo,2,2021,5,21,5257,6,1230855859,85,43,134,0,16,176,3,Major,29,12,33,68,0,12,5
825,Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,7,180,8,Minor,59,69,61,84,0,46,36
826,drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,21,144,10,Major,59,21,43,76,0,10,7
827,Malvad,Xam######,3,2021,11,30,648,1,240684449,14,3,81,0,1,133,6,Minor,82,52,61,38,0,14,27
828,Malvad,Gustah,3,2021,11,30,648,1,240684449,14,3,81,0,1,133,6,Minor,82,52,61,38,0,14,27
829,Malvad,Neo B,3,2021,11,30,648,1,240684449,14,3,81,0,1,133,6,Minor,82,52,61,38,0,14,27
830,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,18,93,-1,Major,63,21,52,28,0,9,3
831,Dont Break My,The Weeknd,1,2022,1,7,1184,0,63803529,1,5,6,0,1,122,10,Major,77,25,62,34,0,23,3
832,Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,2,88,1,Major,53,55,73,9,0,3,5
833,Entre Nosotros (Remix) [con Nicki Nicole],Lit Killah,4,2022,1,5,759,3,236940480,32,0,12,0,1,170,5,Minor,70,61,44,40,0,37,4
834,Entre Nosotros (Remix) [con Nicki Nicole],Maria Becerra,4,2022,1,5,759,3,236940480,32,0,12,0,1,170,5,Minor,70,61,44,40,0,37,4
835,Entre Nosotros (Remix) [con Nicki Nicole],Tiago pzk,4,2022,1,5,759,3,236940480,32,0,12,0,1,170,5,Minor,70,61,44,40,0,37,4
836,Entre Nosotros (Remix) [con Nicki Nicole],NICKI NICOLE,4,2022,1,5,759,3,236940480,32,0,12,0,1,170,5,Minor,70,61,44,40,0,37,4
837,A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,0,2,2,0,0,94,5,Minor,46,55,50,71,0,10,11
838,I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,107,0,0,170,10,Major,65,46,47,12,0,13,16
839,Medallo,Justin Quiles,3,2021,10,27,2780,2,393230256,54,21,57,1,8,90,4,Minor,79,79,70,57,0,66,8
840,Medallo,Lenny Tav######rez,3,2021,10,27,2780,2,393230256,54,21,57,1,8,90,4,Minor,79,79,70,57,0,66,8
841,Medallo,BL,3,2021,10,27,2780,2,393230256,54,21,57,1,8,90,4,Minor,79,79,70,57,0,66,8
842,It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,2,78,7,Major,40,7,29,62,0,9,3
843,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,38,94,2,Major,57,36,58,5,0,15,3
844,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,5,73,2,Major,83,11,41,0,0,36,14
845,Volv,Aventura,2,2021,8,3,5375,10,673801126,138,24,133,0,11,176,1,Major,73,79,86,42,0,7,18
846,Volv,Bad Bunny,2,2021,8,3,5375,10,673801126,138,24,133,0,11,176,1,Major,73,79,86,42,0,7,18
847,Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,29,128,3,Minor,81,57,63,40,1,10,4
848,Love Nwantiti - Remix,Ckay,3,2019,8,30,2696,0,540539717,42,2,57,0,0,120,8,Major,58,44,60,44,9,5,6
849,Love Nwantiti - Remix,AX'EL,3,2019,8,30,2696,0,540539717,42,2,57,0,0,120,8,Major,58,44,60,44,9,5,6
850,Love Nwantiti - Remix,Dj Yo!,3,2019,8,30,2696,0,540539717,42,2,57,0,0,120,8,Major,58,44,60,44,9,5,6
851,Smokin Out The Window,Bruno Mars,3,2021,11,5,4963,0,383550148,63,40,76,0,13,82,2,Major,63,85,62,6,0,35,4
852,Smokin Out The Window,Anderson .Paak,3,2021,11,5,4963,0,383550148,63,40,76,0,13,82,2,Major,63,85,62,6,0,35,4
853,Smokin Out The Window,Silk Sonic,3,2021,11,5,4963,0,383550148,63,40,76,0,13,82,2,Major,63,85,62,6,0,35,4
854,Meet Me At Our Spot,THE ANXIETY,3,2020,3,13,6734,0,530511203,47,14,90,0,4,95,2,Major,77,40,47,2,0,9,3
855,Meet Me At Our Spot,Willow,3,2020,3,13,6734,0,530511203,47,14,90,0,4,95,2,Major,77,40,47,2,0,9,3
856,Meet Me At Our Spot,Tyler Cole,3,2020,3,13,6734,0,530511203,47,14,90,0,4,95,2,Major,77,40,47,2,0,9,3
857,Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967,0,1,2,0,0,118,-1,Major,44,52,94,11,0,4,29
858,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,15,123,11,Minor,75,93,86,8,0,14,3
859,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3,2021,3,19,14140,0,1445941661,231,52,612,6,19,90,-1,Major,63,49,68,38,0,42,18
860,Peaches (feat. Daniel Caesar & Giveon),Daniel Caesar,3,2021,3,19,14140,0,1445941661,231,52,612,6,19,90,-1,Major,63,49,68,38,0,42,18
