,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
1057,Forgot About Dre,Eminem,2,1999,1,1,19067,0,675039469,78,15,1674,0,5,134,8,Major,93,61,74,9,0,17,8
1058,Forgot About Dre,Dr. Dre,2,1999,1,1,19067,0,675039469,78,15,1674,0,5,134,8,Major,93,61,74,9,0,17,8
1059,Down Under (feat. Colin Hay),Luude,2,2021,11,19,3541,2,252871192,57,13,50,1,5,172,11,Minor,31,4,86,1,0,28,17
1060,Down Under (feat. Colin Hay),Colin Hay,2,2021,11,19,3541,2,252871192,57,13,50,1,5,172,11,Minor,31,4,86,1,0,28,17
1061,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,21,80,9,Major,76,92,62,6,0,8,13
1062,HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,1481,0,38,150,1,Minor,91,42,60,0,0,9,12
1063,Stan,Eminem,2,1999,11,21,17115,0,918915401,83,63,4180,0,21,80,6,Minor,78,53,74,4,0,45,21
1064,Stan,Dido,2,1999,11,21,17115,0,918915401,83,63,4180,0,21,80,6,Minor,78,53,74,4,0,45,21
1065,Contection,GODZZ__-,2,2020,1,16,6955,0,1180896317,65,45,398,0,15,166,10,Minor,81,83,75,14,0,29,34
1066,Contection,Zakaria,2,2020,1,16,6955,0,1180896317,65,45,398,0,15,166,10,Minor,81,83,75,14,0,29,34
1067,Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,8,Major,67,8,54,27,0,8,4
1068,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,10,92,-1,Major,86,89,79,17,0,11,6
1069,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,5,85,8,Minor,74,61,52,30,0,26,9
1070,212,Mainstreet,2,2022,1,15,352,0,143139338,10,0,39,0,0,154,2,Minor,79,86,52,66,0,9,7
1071,212,Chefin,2,2022,1,15,352,0,143139338,10,0,39,0,0,154,2,Minor,79,86,52,66,0,9,7
1072,Problem,Alvaro Diaz,2,2021,10,22,1517,0,209768491,42,7,15,0,2,92,2,Minor,73,37,74,28,0,14,6
1073,Problem,Rauw Alejandro,2,2021,10,22,1517,0,209768491,42,7,15,0,2,92,2,Minor,73,37,74,28,0,14,6
1074,Bussin,Nicki Minaj,2,2022,2,11,847,0,64714573,25,0,14,0,0,140,11,Major,89,75,70,6,0,13,5
1075,Bussin,Lil Baby,2,2022,2,11,847,0,64714573,25,0,14,0,0,140,11,Major,89,75,70,6,0,13,5
1076,Worst Day,Future,1,2022,2,11,910,0,50746620,20,3,24,0,1,89,1,Major,65,60,60,11,0,10,40
1077,Malvada,Z###### Fe,1,2022,1,28,601,0,154119539,28,73,64,0,24,135,5,Minor,89,89,86,16,0,8,5
1078,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,16,140,8,Minor,51,66,53,60,0,11,18
1079,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,0,82,3,Major,47,44,76,8,91,9,3
1080,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,3895,0,43,79,2,Major,78,58,45,47,0,18,3
1081,Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,38,88,5,Major,31,31,63,47,27,21,12
1082,Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,38,139,5,Major,44,18,38,70,0,12,4
1083,Mal Feito - Ao Vivo,Mar######lia Mendon######a,2,2022,1,14,971,2,291709698,35,104,93,1,35,124,-1,Minor,73,68,83,55,0,90,7
1084,Mal Feito - Ao Vivo,Hugo & G,2,2022,1,14,971,2,291709698,35,104,93,1,35,124,-1,Minor,73,68,83,55,0,90,7
1085,When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,22,80,8,Minor,39,45,55,73,0,9,21
1086,Do We Have A Problem?,Nicki Minaj,2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,1,Minor,84,54,51,47,0,12,40
1087,Do We Have A Problem?,Lil Baby,2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,1,Minor,84,54,51,47,0,12,40
1088,Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,28,80,4,Minor,56,19,46,92,72,11,3
1089,Gospel (with Eminem),Eminem,2,2022,2,4,1040,0,64787943,8,0,29,0,0,117,1,Major,92,62,86,11,0,24,24
1090,Gospel (with Eminem),Dr. Dre,2,2022,2,4,1040,0,64787943,8,0,29,0,0,117,1,Major,92,62,86,11,0,24,24
1091,Seo,Shawn Mendes,2,2019,6,19,15010,2,2484812918,453,50,1785,1,17,117,9,Minor,76,77,52,4,0,8,3
1092,Seo,Camila Cabello,2,2019,6,19,15010,2,2484812918,453,50,1785,1,17,117,9,Minor,76,77,52,4,0,8,3
1093,NEW MAGIC WAND,Tyler,2,2019,5,16,4708,0,461437791,13,7,55,0,2,140,5,Minor,62,46,73,10,0,67,11
1094,NEW MAGIC WAND,The Creator,2,2019,5,16,4708,0,461437791,13,7,55,0,2,140,5,Minor,62,46,73,10,0,67,11
1095,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,24,99,8,Major,68,57,77,2,0,10,5
1096,La Santa,Daddy Yankee,2,2020,2,29,4890,20,759208783,52,42,100,0,20,93,1,Major,74,59,87,3,0,8,5
1097,La Santa,Bad Bunny,2,2020,2,29,4890,20,759208783,52,42,100,0,20,93,1,Major,74,59,87,3,0,8,5
1098,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,1197,0,9,106,8,Major,44,8,20,74,42,11,3
1099,Sweetest Pie,Dua Lipa,2,2022,3,11,3501,0,299634472,69,2,51,11,4,124,7,Major,81,68,63,17,0,10,22
1100,Sweetest Pie,Megan Thee Stallion,2,2022,3,11,3501,0,299634472,69,2,51,11,4,124,7,Major,81,68,63,17,0,10,22
1101,Bam Bam (feat. Ed Sheeran),Camila Cabello,2,2022,3,4,6111,4,756907987,185,40,492,9,17,95,8,Major,76,96,70,18,0,33,4
1102,Bam Bam (feat. Ed Sheeran),Ed Sheeran,2,2022,3,4,6111,4,756907987,185,40,492,9,17,95,8,Major,76,96,70,18,0,33,4
1103,Una Noche en Medell,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,53,1,16,96,10,Minor,87,82,53,10,0,5,8
1104,Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,38,92,4,Minor,81,40,73,15,0,9,8
1105,Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,14,124,7,Major,95,36,37,35,0,10,28
1106,Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,0,0,2,72,6,Major,64,76,44,70,9,12,4
1107,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181,26,1,58,0,0,71,-1,Minor,28,26,20,19,0,30,3
1108,DANA,Mc Pedrinho,2,2022,2,1,911,2,208166039,45,0,99,1,1,135,9,Minor,78,55,57,4,0,10,8
1109,DANA,Pedro Sampaio,2,2022,2,1,911,2,208166039,45,0,99,1,1,135,9,Minor,78,55,57,4,0,10,8
1110,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18,82,0,0,28,95,10,Major,81,56,70,4,0,5,24
1111,"Residente: Bzrp Music Sessions, Vol. 49",Residente,2,2022,3,3,461,0,94616487,7,11,13,0,3,71,1,Minor,59,70,74,56,0,11,40
1112,"Residente: Bzrp Music Sessions, Vol. 49",Bizarrap,2,2022,3,3,461,0,94616487,7,11,13,0,3,71,1,Minor,59,70,74,56,0,11,40
1113,Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,1,180,10,Minor,80,71,68,6,0,10,37
1114,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,4,Minor,65,11,58,0,0,12,9
1115,Chale,Eden Mu####,1,2022,2,18,695,11,299648208,16,41,13,1,17,189,8,Major,55,86,44,40,0,7,4
1116,DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,7,85,-1,Major,72,55,64,49,0,7,4
1117,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,35,140,7,Major,59,73,45,44,0,34,3
1118,Thinking with My Dick,Kevin Gates,2,2013,7,16,1550,0,109091573,0,0,14,0,0,81,-1,Major,77,68,70,6,0,17,20
1119,Thinking with My Dick,Juicy J,2,2013,7,16,1550,0,109091573,0,0,14,0,0,81,-1,Major,77,68,70,6,0,17,20
1120,Freaky Deaky,Tyga,2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,2,Minor,80,24,65,2,0,9,4
1121,Freaky Deaky,Doja Cat,2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,2,Minor,80,24,65,2,0,9,4
1122,this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,1,129,11,Major,42,33,44,62,0,8,6
1123,La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,0,94,1,Minor,76,81,80,20,0,25,4
1124,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,5691,8,57,71,-1,Minor,41,23,40,27,0,30,5
1125,Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,3,146,9,Minor,59,23,46,66,0,15,6
1126,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,27,103,6,Minor,69,90,88,5,0,29,8
1127,Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,6284,1,65,124,2,Major,53,66,78,0,0,16,5
1128,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,10,Minor,70,71,58,24,0,7,13
1129,Mony so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,0,138,2,Major,69,35,57,12,0,10,9
1130,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,0,126,9,Minor,67,37,46,13,0,10,39
1131,Something Just Like This,The Chainsmokers,2,2017,2,22,23375,21,2204080728,336,188,2692,3,70,103,11,Minor,61,47,65,3,0,17,4
1132,Something Just Like This,Coldplay,2,2017,2,22,23375,21,2204080728,336,188,2692,3,70,103,11,Minor,61,47,65,3,0,17,4
1133,Closer,The Chainsmokers,2,2016,5,31,28032,0,2591224264,315,159,2179,0,53,95,8,Major,75,64,52,41,0,11,3
1134,Closer,Halsey,2,2016,5,31,28032,0,2591224264,315,159,2179,0,53,95,8,Major,75,64,52,41,0,11,3
1135,O.O,NMIXX,1,2022,2,22,290,0,135444283,9,66,10,0,22,200,11,Minor,39,28,77,4,0,6,29
1136,Somebody That I Used To Know,Gotye,2,2011,1,1,42798,0,1457139296,217,136,6508,1,45,129,-1,Major,86,75,52,54,0,10,4
1137,Somebody That I Used To Know,Kimbra,2,2011,1,1,42798,0,1457139296,217,136,6508,1,45,129,-1,Major,86,75,52,54,0,10,4
1138,Tom's Diner,AnnenMayKantereit,2,2019,6,28,2605,0,236872197,15,48,50,0,16,98,6,Minor,68,33,43,38,0,36,14
1139,Tom's Diner,Giant Rooks,2,2019,6,28,2605,0,236872197,15,48,50,0,16,98,6,Minor,68,33,43,38,0,36,14
1140,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,15,107,8,Major,91,32,56,3,0,11,10
1141,Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,-1,Major,58,56,83,5,0,7,4
1142,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,15,92,8,Major,45,27,67,32,0,13,14
1143,X LTIMA,Daddy Yankee,2,2022,3,25,2697,1,349746291,55,3,32,0,1,90,7,Major,81,59,83,9,0,11,5
1144,X LTIMA,Bad Bunny,2,2022,3,25,2697,1,349746291,55,3,32,0,1,90,7,Major,81,59,83,9,0,11,5
1145,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,3,147,5,Major,60,58,69,2,0,58,4
1146,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,1,Major,68,41,55,16,0,10,12
1147,Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,27,101,3,Minor,76,63,71,3,0,10,3
1148,LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,44,118,1,Minor,70,54,71,0,0,33,4
1149,Pantysito,Feid,3,2022,3,18,2995,0,273005485,49,17,30,0,5,98,7,Minor,83,63,74,14,0,16,6
1150,Pantysito,Alejo,3,2022,3,18,2995,0,273005485,49,17,30,0,5,98,7,Minor,83,63,74,14,0,16,6
1151,Pantysito,Robi,3,2022,3,18,2995,0,273005485,49,17,30,0,5,98,7,Minor,83,63,74,14,0,16,6
1152,Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,1,Minor,72,22,46,24,0,9,6
1153,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,1,114,5,Minor,59,30,62,1,0,8,4
1154,psychofreak (feat. WILLOW),Camila Cabello,2,2022,4,7,918,0,75476209,24,0,52,0,0,180,7,Minor,63,45,64,34,0,9,8
1155,psychofreak (feat. WILLOW),Willow,2,2022,4,7,918,0,75476209,24,0,52,0,0,180,7,Minor,63,45,64,34,0,9,8
1156,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,11,145,11,Major,56,41,57,1,0,13,3
1157,Vampiro,Matu######,3,2022,1,30,540,4,187772591,26,3,39,0,2,115,8,Minor,78,63,64,1,0,7,4
1158,Vampiro,Wiu,3,2022,1,30,540,4,187772591,26,3,39,0,2,115,8,Minor,78,63,64,1,0,7,4
1159,Vampiro,,3,2022,1,30,540,4,187772591,26,3,39,0,2,115,8,Minor,78,63,64,1,0,7,4
1160,Si Quieren Frontear,De La Ghetto,3,2022,3,31,859,0,178512385,14,0,11,0,0,82,10,Major,79,48,84,13,0,21,23
1161,Si Quieren Frontear,Duki,3,2022,3,31,859,0,178512385,14,0,11,0,0,82,10,Major,79,48,84,13,0,21,23
1162,Si Quieren Frontear,Quevedo,3,2022,3,31,859,0,178512385,14,0,11,0,0,82,10,Major,79,48,84,13,0,21,23
1163,Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,3,166,2,Major,70,22,61,2,0,10,34
1164,Me Arrepent,Ak4:20,3,2022,3,30,273,2,118381354,12,2,4,0,1,92,-1,Major,86,91,79,29,0,60,16
1165,Me Arrepent,Cris Mj,3,2022,3,30,273,2,118381354,12,2,4,0,1,92,-1,Major,86,91,79,29,0,60,16
1166,Me Arrepent,Pailita,3,2022,3,30,273,2,118381354,12,2,4,0,1,92,-1,Major,86,91,79,29,0,60,16
1167,That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,12,0,2,108,6,Major,71,55,44,74,0,11,6
1168,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,0,84,4,Minor,71,63,45,45,0,11,3
1169,RUMBAT,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,3,Minor,69,90,91,6,0,35,4
1170,sentaDONA (Remix) s2,Lu######sa Sonza,4,2022,3,17,870,0,176290831,32,0,49,0,0,135,3,Minor,93,77,45,25,0,13,27
1171,sentaDONA (Remix) s2,MC Frog,4,2022,3,17,870,0,176290831,32,0,49,0,0,135,3,Minor,93,77,45,25,0,13,27
1172,sentaDONA (Remix) s2,Dj Gabriel do Borel,4,2022,3,17,870,0,176290831,32,0,49,0,0,135,3,Minor,93,77,45,25,0,13,27
1173,sentaDONA (Remix) s2,Davi K,4,2022,3,17,870,0,176290831,32,0,49,0,0,135,3,Minor,93,77,45,25,0,13,27
1174,Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,4,Major,57,6,27,84,0,9,3
1175,Sigue,Ed Sheeran,2,1996,11,24,1370,0,106933107,46,8,60,0,2,88,7,Major,89,59,64,5,0,19,7
1176,Sigue,J Balvin,2,1996,11,24,1370,0,106933107,46,8,60,0,2,88,7,Major,89,59,64,5,0,19,7
1177,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,1,119,1,Minor,87,28,50,12,0,10,10
1178,MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,62,120,1,Major,58,71,80,15,0,7,41
1179,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,1370,2,19,122,2,Major,86,97,80,36,0,9,6
1180,IDGAF (with blackbear),Blackbear,2,2022,3,18,625,0,197643795,10,2,13,0,0,98,5,Major,78,83,75,41,0,27,8
1181,IDGAF (with blackbear),BoyWithUke,2,2022,3,18,625,0,197643795,10,2,13,0,0,98,5,Major,78,83,75,41,0,27,8
1182,Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,8,140,4,Minor,45,25,84,21,0,13,6
1183,Get Lucky - Radio Edit,Pharrell Williams,3,2013,1,1,52898,0,933815613,203,1,8215,0,0,116,6,Minor,79,87,81,4,0,10,4
1184,Get Lucky - Radio Edit,Nile Rodgers,3,2013,1,1,52898,0,933815613,203,1,8215,0,0,116,6,Minor,79,87,81,4,0,10,4
1185,Get Lucky - Radio Edit,Daft Punk,3,2013,1,1,52898,0,933815613,203,1,8215,0,0,116,6,Minor,79,87,81,4,0,10,4
1186,Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,2,124,3,Major,86,62,49,51,0,35,21
1187,"Nobody Like U - From ""Turning Red""",Jordan Fisher,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1188,"Nobody Like U - From ""Turning Red""",Josh Levi,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1189,"Nobody Like U - From ""Turning Red""",Finneas O'Connell,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1190,"Nobody Like U - From ""Turning Red""",4*TOWN,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1191,"Nobody Like U - From ""Turning Red""",Topher Ngo,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1192,"Nobody Like U - From ""Turning Red""",Grayson Vill,6,2022,2,25,918,0,120847157,34,39,30,0,13,105,9,Minor,91,73,72,13,0,9,15
1193,Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,4,118,8,Major,68,24,58,44,0,6,3
1194,Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,2453,0,36,108,4,Major,61,20,38,61,0,10,5
1195,Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,2430,0,30,100,4,Major,61,53,38,84,0,28,44
1196,N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,5,140,3,Minor,81,39,66,38,0,12,14
1197,Die Hard,Kendrick Lamar,3,2022,5,13,4627,0,237351106,38,13,32,0,4,101,1,Minor,78,40,74,36,0,17,27
1198,Die Hard,Blxst,3,2022,5,13,4627,0,237351106,38,13,32,0,4,101,1,Minor,78,40,74,36,0,17,27
1199,Die Hard,Amanda Reifer,3,2022,5,13,4627,0,237351106,38,13,32,0,4,101,1,Minor,78,40,74,36,0,17,27
1200,Despus de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,14,78,5,Major,56,61,90,36,0,18,31
1201,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,12,93,-1,Minor,79,22,55,31,0,12,5
1202,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,1,87,8,Major,52,32,83,24,0,17,43
1203,Father Time (feat. Sampha),Kendrick Lamar,2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,10,Minor,55,50,78,19,0,11,35
1204,Father Time (feat. Sampha),Sampha,2,2022,5,13,3107,0,127309180,4,0,22,0,0,153,10,Minor,55,50,78,19,0,11,35
1205,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,7,142,-1,Major,87,93,59,28,0,17,5
1206,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,3,96,10,Minor,85,41,43,39,0,12,21
1207,Cooped Up (with Roddy Ricch),Post Malone,2,2022,5,12,2942,0,271666301,42,28,43,0,9,125,-1,Major,50,39,78,4,0,11,33
1208,Cooped Up (with Roddy Ricch),Roddy Ricch,2,2022,5,12,2942,0,271666301,42,28,43,0,9,125,-1,Major,50,39,78,4,0,11,33
1209,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,4,85,10,Major,71,43,65,23,0,9,5
1210,Silent Hill,Kendrick Lamar,2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,1,Minor,92,78,57,46,0,14,9
1211,Silent Hill,Kodak Black,2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,1,Minor,92,78,57,46,0,14,9
1212,La Corriente,Tony Dize,2,2022,5,6,1796,8,479655659,8,25,18,1,11,196,11,Minor,66,58,79,23,0,22,20
1213,La Corriente,Bad Bunny,2,2022,5,6,1796,8,479655659,8,25,18,1,11,196,11,Minor,66,58,79,23,0,22,20
1214,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,2,134,7,Major,78,51,43,69,0,14,9
1215,Andrea,Buscabulla,2,2022,5,6,1195,0,344055883,8,30,13,1,10,103,1,Minor,80,45,62,76,0,10,38
1216,Andrea,Bad Bunny,2,2022,5,6,1195,0,344055883,8,30,13,1,10,103,1,Minor,80,45,62,76,0,10,38
1217,Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,9,130,1,Major,82,50,67,12,0,13,5
1218,We Cry Together,Kendrick Lamar,2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,11,Major,65,52,69,31,0,8,36
1219,We Cry Together,Taylour Paige,2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,11,Major,65,52,69,31,0,8,36
1220,Savior,Kendrick Lamar,3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,8,Major,61,66,71,53,0,32,46
1221,Savior,Sam Dew,3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,8,Major,61,66,71,53,0,32,46
1222,Savior,Baby Keem,3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,8,Major,61,66,71,53,0,32,46
1223,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,18,152,11,Major,84,74,69,21,0,18,6
1224,Otro Atardecer,Bad Bunny,2,2022,5,6,1681,7,319546754,10,30,13,0,12,108,2,Major,78,55,60,59,0,7,4
1225,Otro Atardecer,The Mar####,2,2022,5,6,1681,7,319546754,10,30,13,0,12,108,2,Major,78,55,60,59,0,7,4
1226,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,10,Minor,56,56,47,76,0,8,36
1227,Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,5,121,6,Minor,86,67,65,42,0,35,7
1228,Purple Hearts,Kendrick Lamar,3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,3,Minor,57,71,82,19,0,15,29
1229,Purple Hearts,Ghostface Killah,3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,3,Minor,57,71,82,19,0,15,29
1230,Purple Hearts,Summer Walker,3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,3,Minor,57,71,82,19,0,15,29
1231,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,4,188,5,Minor,50,41,50,69,0,12,6
1232,ULTRA SOLO,Polima WestCoast,2,2022,2,14,1367,0,307752576,48,4,34,1,1,110,1,Major,80,26,85,23,0,11,21
1233,ULTRA SOLO,Pailita,2,2022,2,14,1367,0,307752576,48,4,34,1,1,110,1,Major,80,26,85,23,0,11,21
1234,Ensame,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,9,105,8,Major,81,77,79,19,0,47,8
1235,El Apag,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,2,118,8,Major,63,60,70,5,0,9,31
1236,Callaita,Bad Bunny,2,2019,5,31,9539,15,1304313953,162,116,355,7,46,176,2,Major,61,24,62,60,0,24,31
1237,Callaita,Tainy,2,2019,5,31,9539,15,1304313953,162,116,355,7,46,176,2,Major,61,24,62,60,0,24,31
1238,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,11,Major,83,41,65,0,10,11,8
1239,Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,6,115,1,Minor,85,72,58,9,0,49,12
1240,House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,0,110,11,Minor,51,48,82,0,0,5,3
1241,Mr. Morale,Kendrick Lamar,2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,9,Major,73,26,54,30,0,34,32
1242,Mr. Morale,Tanna Leone,2,2022,5,13,1860,0,58687425,1,0,3,0,0,174,9,Major,73,26,54,30,0,34,32
1243,That That (prod. & feat. SUGA of BTS),PSY,2,2022,4,29,802,0,212109195,16,81,23,0,27,130,4,Major,91,91,96,3,0,3,9
1244,That That (prod. & feat. SUGA of BTS),Suga,2,2022,4,29,802,0,212109195,16,81,23,0,27,130,4,Major,91,91,96,3,0,3,9
1245,In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,16,78,10,Major,36,30,54,34,0,14,5
1246,Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,0,104,7,Major,44,74,42,88,0,9,9
1247,SUPERMODEL,M######ne,1,2022,5,13,2265,0,231657891,93,12,173,11,7,121,7,Major,64,80,88,0,0,12,6
1248,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,4,0,1,105,2,Major,83,32,82,14,0,12,4
1249,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,3,81,7,Major,38,20,66,9,0,9,8
1250,Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,0,170,1,Minor,37,14,24,80,0,11,4
1251,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,0,78,7,Major,43,60,38,76,1,48,38
1252,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,14,125,8,Major,88,28,66,6,0,13,31
1253,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,4,Minor,66,29,65,23,0,8,7
1254,Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,5,140,11,Minor,84,61,42,31,0,9,9
1255,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2,2022,4,25,928,0,164163229,19,0,7,0,0,96,-1,Major,61,32,90,25,0,10,9
1256,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Paulo Londra,2,2022,4,25,928,0,164163229,19,0,7,0,0,96,-1,Major,61,32,90,25,0,10,9
