,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
643,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,17,3,3,0,115,Minor,90,74,54,16,0,13,28
644,When Im Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,125,Major,69,70,89,4,0,49,3
645,Esquea-Me Se For C,"Mar######lia Mendon######a, Maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,122,Minor,80,62,69,28,0,13,7
646,Min,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,92,Major,85,92,54,16,0,29,7
647,S,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,15,0,90,Minor,63,75,75,17,0,11,8
648,MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,94,Minor,84,90,70,9,0,14,8
649,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,6591,1,93,Major,81,53,78,18,0,6,24
650,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,130,Minor,51,50,76,30,0,10,7
651,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,180,Minor,35,23,61,23,0,19,6
652,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,46,1,34,0,134,Major,53,31,31,92,0,28,3
653,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,5451,1,95,Minor,92,31,89,3,0,8,25
654,Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,184,Major,69,91,63,11,0,9,31
655,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,147,Minor,47,50,80,10,0,32,38
656,Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,34,1,31,0,123,Major,52,44,60,40,0,26,3
657,Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,123,Minor,91,49,61,3,0,17,22
658,In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,5221,1,90,Minor,90,79,71,26,0,7,37
659,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,160,Minor,61,65,64,1,0,12,4
660,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,115,Major,60,37,71,8,0,48,4
661,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,141,Major,37,17,67,2,0,34,9
662,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,160,Major,31,30,88,7,0,8,8
663,Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,145,Major,57,23,66,4,6,15,4
664,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,89,Minor,46,43,43,23,8,8,22
665,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,2,0,95,Minor,84,49,72,8,0,15,8
666,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,160,Major,60,47,62,3,0,38,4
667,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun######, B######jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,174,Minor,67,74,75,44,0,7,30
668,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,1663,0,92,Major,77,76,84,3,0,38,4
669,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,1674,0,134,Major,93,61,74,9,0,17,8
670,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,172,Minor,31,4,86,1,0,28,17
671,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,80,Major,76,92,62,6,0,8,13
672,HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,1481,0,150,Minor,91,42,60,0,0,9,12
673,Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,4180,0,80,Minor,78,53,74,4,0,45,21
674,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65,45,398,0,166,Minor,81,83,75,14,0,29,34
675,Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,120,Major,67,8,54,27,0,8,4
676,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,92,Major,86,89,79,17,0,11,6
677,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,85,Minor,74,61,52,30,0,26,9
678,212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,10,0,39,0,154,Minor,79,86,52,66,0,9,7
679,Problem,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,92,Minor,73,37,74,28,0,14,6
680,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25,0,14,0,140,Major,89,75,70,6,0,13,5
681,Worst Day,Future,1,2022,2,11,910,0,50746620,20,3,24,0,89,Major,65,60,60,11,0,10,40
682,Malvada,Z###### Fe,1,2022,1,28,601,0,154119539,28,73,64,0,135,Minor,89,89,86,16,0,8,5
683,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,140,Minor,51,66,53,60,0,11,18
684,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,82,Major,47,44,76,8,91,9,3
685,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,3895,0,79,Major,78,58,45,47,0,18,3
686,Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,88,Major,31,31,63,47,27,21,12
687,Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,139,Major,44,18,38,70,0,12,4
688,Mal Feito - Ao Vivo,"Mar######lia Mendon######a, Hugo & G",2,2022,1,14,971,2,291709698,35,104,93,1,124,Minor,73,68,83,55,0,90,7
689,When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,80,Minor,39,45,55,73,0,9,21
690,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42,1,26,0,120,Minor,84,54,51,47,0,12,40
691,Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,80,Minor,56,19,46,92,72,11,3
692,Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,8,0,29,0,117,Major,92,62,86,11,0,24,24
693,Seo,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,1785,1,117,Minor,76,77,52,4,0,8,3
694,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,140,Minor,62,46,73,10,0,67,11
695,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,99,Major,68,57,77,2,0,10,5
696,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,93,Major,74,59,87,3,0,8,5
697,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,1197,0,106,Major,44,8,20,74,42,11,3
698,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,124,Major,81,68,63,17,0,10,22
699,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,95,Major,76,96,70,18,0,33,4
700,Una Noche en Medell,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,53,1,96,Minor,87,82,53,10,0,5,8
701,Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,92,Minor,81,40,73,15,0,9,8
702,Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,124,Major,95,36,37,35,0,10,28
703,Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,0,0,72,Major,64,76,44,70,9,12,4
704,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181,26,1,58,0,71,Minor,28,26,20,19,0,30,3
705,DANA,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,135,Minor,78,55,57,4,0,10,8
706,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18,82,0,0,95,Major,81,56,70,4,0,5,24
707,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,7,11,13,0,71,Minor,59,70,74,56,0,11,40
708,Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,180,Minor,80,71,68,6,0,10,37
709,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,150,Minor,65,11,58,0,0,12,9
710,Chale,Eden Mu####,1,2022,2,18,695,11,299648208,16,41,13,1,189,Major,55,86,44,40,0,7,4
711,DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,7,0,85,Major,72,55,64,49,0,7,4
712,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,140,Major,59,73,45,44,0,34,3
713,Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,0,0,14,0,81,Major,77,68,70,6,0,17,20
714,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,104,Minor,80,24,65,2,0,9,4
715,this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,129,Major,42,33,44,62,0,8,6
716,La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,94,Minor,76,81,80,20,0,25,4
717,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,5691,8,71,Minor,41,23,40,27,0,30,5
718,Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,146,Minor,59,23,46,66,0,15,6
719,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,103,Minor,69,90,88,5,0,29,8
720,Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,6284,1,124,Major,53,66,78,0,0,16,5
721,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,164,Minor,70,71,58,24,0,7,13
722,Mony so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,138,Major,69,35,57,12,0,10,9
723,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,126,Minor,67,37,46,13,0,10,39
724,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,2692,3,103,Minor,61,47,65,3,0,17,4
725,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,2179,0,95,Major,75,64,52,41,0,11,3
726,O.O,NMIXX,1,2022,2,22,290,0,135444283,9,66,10,0,200,Minor,39,28,77,4,0,6,29
727,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,6508,1,129,Major,86,75,52,54,0,10,4
728,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,98,Minor,68,33,43,38,0,36,14
729,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,107,Major,91,32,56,3,0,11,10
730,Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,174,Major,58,56,83,5,0,7,4
731,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,92,Major,45,27,67,32,0,13,14
732,X LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,90,Major,81,59,83,9,0,11,5
733,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,147,Major,60,58,69,2,0,58,4
734,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,143,Major,68,41,55,16,0,10,12
735,Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,101,Minor,76,63,71,3,0,10,3
736,LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,118,Minor,70,54,71,0,0,33,4
737,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,98,Minor,83,63,74,14,0,16,6
738,Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,7,0,138,Minor,72,22,46,24,0,9,6
739,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,114,Minor,59,30,62,1,0,8,4
740,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24,0,52,0,180,Minor,63,45,64,34,0,9,8
741,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,145,Major,56,41,57,1,0,13,3
742,Vampiro,"Matu######, Wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,115,Minor,78,63,64,1,0,7,4
743,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,82,Major,79,48,84,13,0,21,23
744,Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,166,Major,70,22,61,2,0,10,34
745,Me Arrepent,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,12,2,4,0,92,Major,86,91,79,29,0,60,16
746,That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,12,0,108,Major,71,55,44,74,0,11,6
747,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,84,Minor,71,63,45,45,0,11,3
748,RUMBAT,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,95,Minor,69,90,91,6,0,35,4
749,sentaDONA (Remix) s2,"Lu######sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,49,0,135,Minor,93,77,45,25,0,13,27
750,Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,110,Major,57,6,27,84,0,9,3
751,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,60,0,88,Major,89,59,64,5,0,19,7
752,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,31,0,119,Minor,87,28,50,12,0,10,10
753,MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,120,Major,58,71,80,15,0,7,41
754,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,1370,2,122,Major,86,97,80,36,0,9,6
755,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,13,0,98,Major,78,83,75,41,0,27,8
756,Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,140,Minor,45,25,84,21,0,13,6
757,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,8215,0,116,Minor,79,87,81,4,0,10,4
758,Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,124,Major,86,62,49,51,0,35,21
759,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar#########s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,30,0,105,Minor,91,73,72,13,0,9,15
760,Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,118,Major,68,24,58,44,0,6,3
761,Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,2453,0,108,Major,61,20,38,61,0,10,5
762,Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,2430,0,100,Major,61,53,38,84,0,28,44
763,N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,140,Minor,81,39,66,38,0,12,14
764,About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,109,Minor,84,72,74,10,0,34,7
765,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,101,Minor,78,40,74,36,0,17,27
766,Despus de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,78,Major,56,61,90,36,0,18,31
767,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,93,Minor,79,22,55,31,0,12,5
768,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,87,Major,52,32,83,24,0,17,43
769,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4,0,22,0,153,Minor,55,50,78,19,0,11,35
770,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,142,Major,87,93,59,28,0,17,5
771,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,96,Minor,85,41,43,39,0,12,21
772,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,125,Major,50,39,78,4,0,11,33
773,Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,85,Major,71,43,65,23,0,9,5
774,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,140,Minor,92,78,57,46,0,14,9
775,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,196,Minor,66,58,79,23,0,22,20
776,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,134,Major,78,51,43,69,0,14,9
777,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,103,Minor,80,45,62,76,0,10,38
778,Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,130,Major,82,50,67,12,0,13,5
779,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,6,0,108,Major,65,52,69,31,0,8,36
780,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,8,0,123,Major,61,66,71,53,0,32,46
781,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,152,Major,84,74,69,21,0,18,6
782,Otro Atardecer,"Bad Bunny, The Mar####",2,2022,5,6,1681,7,319546754,10,30,13,0,108,Major,78,55,60,59,0,7,4
783,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,72,Minor,56,56,47,76,0,8,36
784,Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,121,Minor,86,67,65,42,0,35,7
785,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,7,0,138,Minor,57,71,82,19,0,15,29
786,Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,188,Minor,50,41,50,69,0,12,6
787,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,110,Major,80,26,85,23,0,11,21
788,Ensame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,105,Major,81,77,79,19,0,47,8
789,El Apag,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,14,0,118,Major,63,60,70,5,0,9,31
790,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,176,Major,61,24,62,60,0,24,31
791,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,158,Major,83,41,65,0,10,11,8
792,Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,115,Minor,85,72,58,9,0,49,12
793,House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,110,Minor,51,48,82,0,0,5,3
794,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1,0,3,0,174,Major,73,26,54,30,0,34,32
795,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,130,Major,91,91,96,3,0,3,9
796,In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,78,Major,36,30,54,34,0,14,5
797,Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,0,0,104,Major,44,74,42,88,0,9,9
798,SUPERMODEL,M######ne,1,2022,5,13,2265,0,231657891,93,12,173,11,121,Major,64,80,88,0,0,12,6
799,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,4,0,105,Major,83,32,82,14,0,12,4
800,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,81,Major,38,20,66,9,0,9,8
801,Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,10,0,170,Minor,37,14,24,80,0,11,4
802,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,4,0,78,Major,43,60,38,76,1,48,38
803,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,125,Major,88,28,66,6,0,13,31
804,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,92,Minor,66,29,65,23,0,8,7
805,Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,140,Minor,84,61,42,31,0,9,9
806,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,7,0,96,Major,61,32,90,25,0,10,9
807,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,118,Minor,66,83,43,84,0,19,19
808,Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,92,Minor,71,67,60,7,0,6,4
809,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3,0,2,0,140,Minor,49,50,37,87,0,11,35
810,TUS LGR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,9,0,174,Major,68,45,71,18,0,11,25
811,Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,127,Major,77,53,78,19,0,29,4
812,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15,3,3,0,96,Major,71,37,52,62,0,11,36
